scenario,scenario_label,variable,region,year,anomaly
ssp585,SSP5-8.5 (very high emissions),pr,Global,2244,0.8796588548773152
ssp585,SSP5-8.5 (very high emissions),pr,Global,2245,0.8621043004145638
ssp585,SSP5-8.5 (very high emissions),pr,Global,2246,0.9051006347117873
ssp585,SSP5-8.5 (very high emissions),pr,Global,2247,0.8724212139353946
ssp585,SSP5-8.5 (very high emissions),pr,Global,2248,0.8991006585024615
ssp585,SSP5-8.5 (very high emissions),pr,Global,2249,0.8707064799666732
ssp585,SSP5-8.5 (very high emissions),pr,Global,2250,0.8945962306939665
ssp585,SSP5-8.5 (very high emissions),pr,Global,2251,0.8873599389844176
ssp585,SSP5-8.5 (very high emissions),pr,Global,2252,0.9036182986849532
ssp585,SSP5-8.5 (very high emissions),pr,Global,2253,0.8913083056104116
ssp585,SSP5-8.5 (very high emissions),pr,Global,2254,0.9038328872564829
ssp585,SSP5-8.5 (very high emissions),pr,Global,2255,0.8888591757685386
ssp585,SSP5-8.5 (very high emissions),pr,Global,2256,0.8754936825726355
ssp585,SSP5-8.5 (very high emissions),pr,Global,2257,0.9105577067186786
ssp585,SSP5-8.5 (very high emissions),pr,Global,2258,0.9139332777721223
ssp585,SSP5-8.5 (very high emissions),pr,Global,2259,0.9170334242026266
ssp585,SSP5-8.5 (very high emissions),pr,Global,2260,0.9206234102822933
ssp585,SSP5-8.5 (very high emissions),pr,Global,2261,0.9110374840850319
ssp585,SSP5-8.5 (very high emissions),pr,Global,2262,0.9156078319594639
ssp585,SSP5-8.5 (very high emissions),pr,Global,2263,0.9015928573624401
ssp585,SSP5-8.5 (very high emissions),pr,Global,2264,0.8850786876635373
ssp585,SSP5-8.5 (very high emissions),pr,Global,2265,0.9070539245460904
ssp585,SSP5-8.5 (very high emissions),pr,Global,2266,0.9251441411537557
ssp585,SSP5-8.5 (very high emissions),pr,Global,2267,0.9023187340293731
ssp585,SSP5-8.5 (very high emissions),pr,Global,2268,0.9186265543404958
ssp585,SSP5-8.5 (very high emissions),pr,Global,2269,0.9199219879138346
ssp585,SSP5-8.5 (very high emissions),pr,Global,2270,0.9207689012911422
ssp585,SSP5-8.5 (very high emissions),pr,Global,2271,0.9180632256057768
ssp585,SSP5-8.5 (very high emissions),pr,Global,2272,0.9313500721348856
ssp585,SSP5-8.5 (very high emissions),pr,Global,2273,0.933340561634208
ssp585,SSP5-8.5 (very high emissions),pr,Global,2274,0.9264429479837377
ssp585,SSP5-8.5 (very high emissions),pr,Global,2275,0.9361745681860703
ssp585,SSP5-8.5 (very high emissions),pr,Global,2276,0.923374914842816
ssp585,SSP5-8.5 (very high emissions),pr,Global,2277,0.9138526757486543
ssp585,SSP5-8.5 (very high emissions),pr,Global,2278,0.9143468069624225
ssp585,SSP5-8.5 (very high emissions),pr,Global,2279,0.9292078176150083
ssp585,SSP5-8.5 (very high emissions),pr,Global,2280,0.9185826668224011
ssp585,SSP5-8.5 (very high emissions),pr,Global,2281,0.9055563160880756
ssp585,SSP5-8.5 (very high emissions),pr,Global,2282,0.910639110176091
ssp585,SSP5-8.5 (very high emissions),pr,Global,2283,0.9197025924732222
ssp585,SSP5-8.5 (very high emissions),pr,Global,2284,0.9254110525211654
ssp585,SSP5-8.5 (very high emissions),pr,Global,2285,0.929242421487378
ssp585,SSP5-8.5 (very high emissions),pr,Global,2286,0.9188553860508841
ssp585,SSP5-8.5 (very high emissions),pr,Global,2287,0.9535839167770579
ssp585,SSP5-8.5 (very high emissions),pr,Global,2288,0.946566620243416
ssp585,SSP5-8.5 (very high emissions),pr,Global,2289,0.946624595939542
ssp585,SSP5-8.5 (very high emissions),pr,Global,2290,0.9297877674343407
ssp585,SSP5-8.5 (very high emissions),pr,Global,2291,0.948898053109953
ssp585,SSP5-8.5 (very high emissions),pr,Global,2292,0.9527392713841442
ssp585,SSP5-8.5 (very high emissions),pr,Global,2293,0.9556287818636635
ssp585,SSP5-8.5 (very high emissions),pr,Global,2294,0.9523804497715255
ssp585,SSP5-8.5 (very high emissions),pr,Global,2295,0.933404484198467
ssp585,SSP5-8.5 (very high emissions),pr,Global,2296,0.9351068907534256
ssp585,SSP5-8.5 (very high emissions),pr,Global,2297,0.9459184284697414
ssp585,SSP5-8.5 (very high emissions),pr,Global,2298,0.9477303246901839
ssp585,SSP5-8.5 (very high emissions),pr,Global,2299,0.9535791384767113
ssp585,SSP5-8.5 (very high emissions),pr,Global,2300,0.9463350121579301
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2015,0.06673727270547884
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2016,0.11995708297154038
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2017,0.08721114632339809
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2018,-0.017711567368501557
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2019,0.03289609856889749
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2020,0.08948307112451215
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2021,0.15519450634426563
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2022,0.09179379040450888
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2023,0.040638348916209294
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2024,0.05267080175067823
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2025,0.06757468942371972
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2026,0.15618573377063522
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2027,0.10175284653612149
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2028,0.15080987272501287
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2029,0.2867579875937519
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2030,0.17988449209095947
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2031,0.15288228808889776
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2032,0.21170515575021687
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2033,0.17956080972242433
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2034,0.16439905105431202
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2035,0.15532769497623905
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2036,0.1687248736606722
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2037,0.1632968611539183
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2038,0.13959197584312671
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2039,0.17201417834953933
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2040,0.280680942023303
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2041,0.2153410498205371
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2042,0.2731895420976339
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2043,0.17227461411230302
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2044,0.27894805058869454
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2045,0.24553153966730026
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2046,0.2072907093854747
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2047,0.3028936722680791
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2048,0.2009900491947796
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2049,0.22999008611759147
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2050,0.2842303862012867
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2051,0.23584977367239973
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2052,0.3339769518685739
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2053,0.3178969398866054
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2054,0.30644863845285464
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2055,0.24651611007827204
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2056,0.35586787432244177
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2057,0.35713245705889524
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2058,0.344107400182846
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2059,0.44393032081344297
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2060,0.41947701858418834
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2061,0.2945247694031339
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2062,0.45820693612233115
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2063,0.4534665326955178
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2064,0.3566762267033345
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2065,0.4171455166038761
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2066,0.34896328606447674
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2067,0.3516320135333882
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2068,0.39007883586796327
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2069,0.4238352222362992
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2070,0.4526023453842504
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2071,0.38127434098801055
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2072,0.587414905451611
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2073,0.5396727773212102
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2074,0.4965586939059757
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2075,0.6066660029652331
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2076,0.531787736157521
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2077,0.6342151522899211
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2078,0.5447562053343973
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2079,0.5435258110789486
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2080,0.6412668128850525
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2081,0.5501514737165502
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2082,0.5629931575552761
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2083,0.5613481754707087
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2084,0.5754279604326347
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2085,0.6226791466148994
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2086,0.6210614728214618
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2087,0.6431143704421927
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2088,0.6891236168717038
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2089,0.6447134613827473
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2090,0.6890516372876467
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2091,0.7714745566355763
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2092,0.6612753744454812
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2093,0.7283826490750915
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2094,0.7355052339159196
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2095,0.7126989498690264
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2096,0.6233622263844423
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2097,0.6826682465828806
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2098,0.7693486114321272
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2099,0.7530035083810488
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2100,0.90765942760046
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2101,0.7641528609919215
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2102,0.8400503631303432
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2103,0.8318042834776198
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2104,0.7366673207686176
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2105,0.9495093285165184
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2106,0.8897390239760309
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2107,0.8129052111181149
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2108,0.7060029001577433
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2109,0.9293497810647942
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2110,1.0086191908209043
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2111,0.8573270897793769
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2112,0.8392784148492284
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2113,0.9118637596019938
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2114,0.9660295967806132
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2115,0.9450923738622513
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2116,0.904923911404144
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2117,1.0136655509446904
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2118,0.8732388328309113
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2119,1.0077073305437658
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2120,1.0128906293621098
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2121,0.7822573321828483
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2122,0.9340279276936677
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2123,1.0829226670785734
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2124,0.9387592837225709
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2125,1.07711913347366
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2126,0.9548522070445762
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2127,0.9623325957237274
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2128,1.0927464289781752
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2129,1.0631589746232117
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2130,1.061164056588531
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2131,1.1164533716224538
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2132,1.2358465561243612
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2133,1.0773300986855483
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2134,1.15317903605649
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2135,0.9866316713624238
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2136,1.0012882113033228
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2137,1.1339774536199148
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2138,1.0488591149544262
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2139,1.0783012289200746
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2140,1.1639185777144778
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2141,1.1509420516952114
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2142,1.2852611090084916
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2143,1.2359348679254427
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2144,1.203715749624863
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2145,1.1744364978702415
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2146,1.1132211477290253
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2147,1.227714878605875
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2148,1.2800933927818843
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2149,1.242124441108204
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2150,1.3120217309860234
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2151,1.2516835378430244
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2152,1.2112208104202897
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2153,1.17574578825326
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2154,1.2725418570919165
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2155,1.2911468688100483
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2156,1.1606969756021537
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2157,1.2568382740732118
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2158,1.2717302095725853
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2159,1.440453171252629
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2160,1.3718510851764982
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2161,1.3846840164896301
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2162,1.263984980204356
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2163,1.4613143882671824
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2164,1.3640611643305207
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2165,1.3219421545275893
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2166,1.4140903605736663
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2167,1.3696416187582112
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2168,1.3586604951743866
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2169,1.3397114786046738
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2170,1.4012547970747409
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2171,1.4396513569439968
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2172,1.3222478804291793
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2173,1.5897202713508616
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2174,1.4432565872252008
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2175,1.4100358109293862
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2176,1.4525316451218122
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2177,1.5367402368240908
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2178,1.5496199517366647
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2179,1.4743636410685266
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2180,1.3812079096400978
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2181,1.5001177210813665
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2182,1.4399216591838324
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2183,1.5485728960296457
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2184,1.2873037810703978
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2185,1.5902566288276807
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2186,1.586360492311409
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2187,1.4684860451270774
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2188,1.5630706012550069
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2189,1.4705431059537826
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2190,1.6764630021154594
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2191,1.4570946270783889
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2192,1.6039996627393351
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2193,1.6756586091725914
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2194,1.6271391346157702
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2195,1.4262634183526934
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2196,1.5614735256880905
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2197,1.6527835697042579
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2198,1.5974295789235076
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2199,1.6410516186826503
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2200,1.6200485285981863
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2201,1.7528019360014948
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2202,1.5930944549525667
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2203,1.5378050670238728
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2204,1.7146496653096555
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2205,1.6592810784881786
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2206,1.6846156009832038
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2207,1.580520806089868
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2208,1.697027484349709
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2209,1.5601253456847466
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2210,1.6168502912505058
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2211,1.583052924683284
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2212,1.6190713192216155
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2213,1.8302977839854973
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2214,1.7362147114265456
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2215,1.6830022104865157
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2216,1.5561464566369707
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2217,1.6801805798545404
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2218,1.6579642872002038
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2219,1.6460795386818972
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2220,1.6891753793459634
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2221,1.7221549334282713
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2222,1.6239919407824916
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2223,1.7964205391898507
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2224,1.96585827615672
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2225,1.6850255347426257
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2226,1.6155479989103612
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2227,1.640589636715841
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2228,1.7481103568072156
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2229,1.7712274915123507
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2230,1.8554835409538597
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2231,1.7430174986114935
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2232,1.8731172581403621
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2233,1.802471817333769
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2234,1.7826099547970917
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2235,1.8599074760164986
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2236,1.83481884452425
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2237,1.8016922394353108
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2238,1.5809960317050045
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2239,1.7753179225371456
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2240,1.885465470655166
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2241,1.8111332157355895
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2242,1.8445599664875063
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2243,1.9019394327404286
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2244,1.8889916058344096
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2245,1.7524397599853323
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2246,1.7835974372638743
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2247,1.6983452277383664
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2248,1.7119718516914846
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2249,1.7738771633942936
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2250,1.8052268505082383
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2251,1.931774835434555
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2252,1.7955451013667174
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2253,1.987339075744039
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2254,1.8249771135454471
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2255,1.8671153627808756
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2256,1.857451998217485
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2257,1.8726942361560797
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2258,1.9371903119783442
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2259,1.8586355343864207
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2260,1.9445317017699164
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2261,1.9921336645758492
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2262,1.9255187300664371
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2263,1.7444795257898849
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2264,1.8717366900955337
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2265,1.8166124072032912
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2266,1.9528413546660903
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2267,1.9485774406680576
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2268,1.8538982122747725
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2269,1.815575193964886
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2270,1.847435228112841
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2271,1.8019517906180589
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2272,1.8411711144680136
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2273,1.953177916503196
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2274,1.8516684310112805
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2275,1.942911406239271
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2276,2.0042750362155237
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2277,1.8472199444422024
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2278,2.0226180452156144
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2279,1.9426695984292521
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2280,1.7918007273165826
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2281,1.9949413761882646
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2282,1.9620209867238951
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2283,1.9236680294976232
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2284,1.822363959378215
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2285,1.9493103118115407
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2286,1.790139601419782
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2287,1.9703760466511315
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2288,1.9515531553708634
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2289,1.7993999801571219
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2290,1.867264538378162
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2291,1.8923544149839242
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2292,2.0343504546232185
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2293,1.8436792761978424
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2294,1.9660070966042686
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2295,2.0260361298724496
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2296,2.0479937087086935
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2297,1.9625124857949656
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2298,1.7723272712943452
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2299,2.060938818713619
ssp585,SSP5-8.5 (very high emissions),pr,Arctic,2300,2.0124573572615616
ssp585,SSP5-8.5 (very high emissions),pr,North America,2015,0.0743214128927087
